Date,Bank,Open,High,Low,Close,Volume
,,LLOY.L,LLOY.L,LLOY.L,LLOY.L,LLOY.L
2015-02-13,Lloyds,73.89392252041891,75.7850670460371,73.84416015548368,74.99874877929688,149400768
2015-02-16,Lloyds,74.90915061314206,78.48241089406646,74.86933617624533,75.37696075439453,68182943
2015-02-17,Lloyds,74.909160662379,76.78039388459176,74.909160662379,76.67090606689453,131302008
2015-02-18,Lloyds,76.98939008909834,77.52687350156296,76.49172110650063,76.92967224121094,115917224
2015-02-19,Lloyds,76.93964559898043,77.467173627921,76.44197650091155,76.8699722290039,97685401
2015-02-20,Lloyds,76.82019679929975,78.00465159819855,76.6927951595531,77.61647033691406,163816073
2015-02-23,Lloyds,77.88519679677415,79.12936926956607,77.7358945812739,78.65160369873047,157129418
2015-02-24,Lloyds,78.96017970463298,79.23887318024191,78.39283724533547,78.84073638916016,190128527
2015-02-25,Lloyds,78.84073128148405,79.14928366751478,78.53217889545331,78.87059020996094,132596556
2015-02-26,Lloyds,78.88055981192619,79.63701904175736,78.1340560913086,78.1340560913086,212277882
2015-02-27,Lloyds,79.62705201740506,79.71662880588748,78.33310938459125,78.6317138671875,261336205
2015-03-02,Lloyds,78.38289379823394,79.62308754935314,77.96982747838695,79.61711120605469,203143672
2015-03-03,Lloyds,79.62705092793564,80.07495005187435,78.97012411274305,79.06966400146484,156582737
2015-03-04,Lloyds,78.930322930477,79.49766540527344,78.53218612851876,79.49766540527344,134809615
2015-03-05,Lloyds,79.62705514805964,80.80155451524662,79.3045680654855,80.56267547607422,177584135
2015-03-06,Lloyds,80.74181692939807,81.43855045420665,80.43027262870272,81.05036926269531,179462230
2015-03-09,Lloyds,81.01058012068368,81.12006793644773,79.81916162445204,79.9953384399414,129158789
2015-03-10,Lloyds,80.09488742610529,80.16456081484341,78.24355727525813,78.38290405273438,145200911
2015-03-11,Lloyds,78.69142964513536,79.07961090594833,77.49702693399193,77.7956314086914,143166702
2015-03-12,Lloyds,77.77573152636803,79.6370168182515,77.66126975200783,78.8307876586914,191558975
2015-03-13,Lloyds,79.16919737956428,79.3184996208624,78.28334703337684,78.6317138671875,125446888
2015-03-16,Lloyds,79.0298343268545,79.24880988969763,78.45253649641826,78.98006439208984,149987027
2015-03-17,Lloyds,79.12939879583074,79.54743908015769,78.63172962101419,79.08958435058594,138974548
2015-03-18,Lloyds,79.02984698082075,79.4279837412086,78.4923634933712,79.12937927246094,149980532
2015-03-19,Lloyds,79.28863701414691,79.50760501822451,78.88054474644692,79.12937927246094,158815738
2015-03-20,Lloyds,79.62707465272439,80.25413513183594,78.73126854411532,80.25413513183594,316386458
2015-03-23,Lloyds,80.02518375255305,80.65224401389085,76.64401711033476,80.10481262207031,141320482
2015-03-24,Lloyds,80.41336661137812,80.62238670268137,79.87588312210099,80.21429443359375,128294906
2015-03-25,Lloyds,80.35364881857886,80.63234227387052,79.89280223216781,80.12471771240234,138566887
2015-03-26,Lloyds,79.62706013020974,80.10482583227541,78.63172187858211,79.35832214355469,150315725
2015-03-27,Lloyds,79.3782294390962,79.73157787694352,78.45256451617867,78.6814956665039,123998202
2015-03-30,Lloyds,79.4678119494484,79.4678119494484,78.69742557808,79.01991271972656,101321744
2015-03-31,Lloyds,79.01989553994188,79.27868558658562,77.93498059572705,77.91506958007812,161775894
2015-04-01,Lloyds,78.05443328418971,80.04511002753857,77.84541313739757,79.01991271972656,215994003
2015-04-02,Lloyds,78.06179161753509,79.34590007208237,78.06179161753509,78.71878051757812,99901518
2015-04-07,Lloyds,79.66443565220338,80.20196993738804,78.71877812493365,79.73411560058594,156773840
2015-04-08,Lloyds,79.40562529398422,79.72914532402918,79.17668013504304,79.3160400390625,110793916
2015-04-09,Lloyds,79.63457804747057,79.66443979911115,78.63117914398529,79.3160400390625,128618569
2015-04-10,Lloyds,79.23639209625992,79.38570842725763,78.42013809395577,78.9377670288086,116428510
2015-04-13,Lloyds,78.80836262925115,79.23838853441963,78.390282942913,79.03731536865234,70990947
2015-04-14,Lloyds,78.64909258616775,79.56488829825652,70.57613762310326,79.53502655029297,141123486
2015-04-15,Lloyds,79.5151017850657,80.20195226386956,79.32597487801513,79.9729995727539,143981080
2015-04-16,Lloyds,80.23182598459003,80.23182598459003,79.2762120770351,79.53502655029297,117197029
2015-04-17,Lloyds,79.63457961309524,79.90334297768949,78.0498486232456,78.39028930664062,152657700
2015-04-20,Lloyds,78.75860354631112,79.19658857865065,77.9871420219734,78.23101806640625,123389811
2015-04-21,Lloyds,78.6789476223104,79.13684543929315,77.97219180080157,78.6590347290039,117137665
2015-04-22,Lloyds,78.75859946774268,78.97758817529922,77.15595299641178,77.87266540527344,140516091
2015-04-23,Lloyds,77.94234547352767,78.69090940560478,77.36001094454393,78.62918853759766,118765641
2015-04-24,Lloyds,78.51968930848587,79.0671800570466,78.18124600540831,78.73868560791016,106686162
2015-04-27,Lloyds,79.11695919287015,79.11695919287015,77.72335251301772,78.2907485961914,103818289
2015-04-28,Lloyds,77.94234761531399,78.1314745770733,76.75778081664033,77.64371490478516,131563887
2015-04-29,Lloyds,77.96226642466628,78.63916077052353,77.06637573242188,77.06637573242188,115184472
2015-04-30,Lloyds,77.54414094969721,78.22103489677717,75.75236062079665,77.0265121459961,197184464
2015-05-01,Lloyds,79.63457714770395,82.98918644408721,78.94772648955058,82.49147033691406,465081912
2015-05-05,Lloyds,83.09868918979129,83.61631062827104,82.03357696533203,82.03357696533203,294966462
2015-05-06,Lloyds,82.95931128334495,83.23803866324286,81.62543585499832,82.30233001708984,219388501
2015-05-07,Lloyds,82.0634261566966,82.31228418594951,80.9784011999908,81.75483703613281,197116222
2015-05-08,Lloyds,88.59346597030834,88.59346597030834,86.0750237145942,86.45328521728516,520404024
2015-05-11,Lloyds,86.10488792234229,87.00077844853581,86.00833087448889,86.20442962646484,212055374
2015-05-12,Lloyds,85.96553146816761,87.64781443518018,85.69676050224895,86.62251281738281,204686323
2015-05-13,Lloyds,86.80168918497084,88.38443041204997,86.48315116866902,88.33465576171875,250038275
2015-05-14,Lloyds,88.34460380533447,88.74675772785798,87.78716422847904,88.4142837524414,142648470
2015-05-15,Lloyds,88.59346008300781,88.79254347234284,88.13556221190164,88.59346008300781,167482269
2015-05-18,Lloyds,87.8468943932173,88.53374506292016,87.20981837288677,87.73739624023438,156471363
2015-05-19,Lloyds,87.69757178743484,87.99620447328793,87.38899024805274,87.59803009033203,162949370
2015-05-20,Lloyds,87.59804806474888,88.04598959089786,87.24466623379644,87.32928466796875,154246010
2015-05-21,Lloyds,87.47856941568507,87.64779864299439,86.98184825551067,87.43875122070312,83029996
2015-05-22,Lloyds,87.42880104032645,88.00615346698183,86.87135391358773,87.57811737060547,120092903
2015-05-26,Lloyds,86.60258657741511,87.46064850090147,86.24423043918645,86.42340850830078,141183605
2015-05-27,Lloyds,86.30397099413653,87.66771587838939,86.2741092424707,87.01073455810547,113292743
2015-05-28,Lloyds,86.95099826229037,87.60798713784462,86.60259852277436,87.5383071899414,86598482
2015-05-29,Lloyds,87.29939964063247,88.15547192782512,87.04059274044484,87.36907958984375,176304098
2015-06-01,Lloyds,87.61794413794624,88.77264920432638,87.5980388343566,88.2550277709961,163897936
2015-06-02,Lloyds,87.78717348265398,88.84232924851626,87.45867901400217,88.24507141113281,230294094
2015-06-03,Lloyds,88.12558366122218,88.9418375040417,87.3790097466479,88.52375793457031,129035516
2015-06-04,Lloyds,88.4441276402013,88.4441276402013,87.10029602050781,87.10029602050781,162118167
2015-06-05,Lloyds,87.29939099953302,87.32926034156263,86.30395891244805,86.69217681884766,129819608
2015-06-08,Lloyds,86.44330993226676,86.82157894707558,85.90578334356336,86.03518676757812,101934753
2015-06-09,Lloyds,85.6867866267509,86.85144022019378,85.57728850143133,86.0849609375,139287778
2015-06-10,Lloyds,85.91575970646836,86.73201389176211,85.61713457207061,86.33384704589844,124622319
2015-06-11,Lloyds,86.3636973384759,87.05054037262117,86.045159347331,86.72205352783203,114074378
2015-06-12,Lloyds,86.71207579329686,87.95636570240221,86.09391037922497,86.55280303955078,128697831
2015-06-15,Lloyds,86.14469300502945,86.59263440264235,85.58725347119223,85.98542022705078,106286305
2015-06-16,Lloyds,85.61712184743429,85.86597988638604,85.27867096529668,85.30853271484375,156841015
2015-06-17,Lloyds,85.52753026914084,86.60259883600266,85.21894872653125,85.95556640625,210422425
2015-06-18,Lloyds,86.00534321135908,86.50305930911631,85.21895086555725,85.736572265625,209722060
2015-06-19,Lloyds,85.83611794674805,86.69218261186518,85.42798711838957,86.1048812866211,456391992
2015-06-22,Lloyds,86.75190803079143,87.00076605291386,86.19446089694715,86.6822280883789,182985461
2015-06-23,Lloyds,86.76186524921675,87.12021381727718,86.1446946148323,86.60259246826172,126154255
2015-06-24,Lloyds,86.26416310594954,87.10032255711604,85.90580688557948,86.73200988769531,124219844
2015-06-25,Lloyds,86.60260258951354,87.63785300307842,86.47319913577233,87.12022399902344,149211761
2015-06-26,Lloyds,87.06048972376107,87.2197625036222,86.34377740347419,86.66231536865234,123152398
2015-06-29,Lloyds,84.62169562277607,86.24424741643037,84.60178272531924,85.47776794433594,177170033
2015-06-30,Lloyds,85.09949739543714,85.86598444908269,84.6714612419136,84.85063934326172,201752094
2015-07-01,Lloyds,85.60716172296075,86.76186661948894,85.42698875352274,86.4632339477539,193879301
2015-07-02,Lloyds,86.38361160809652,86.45329156356367,85.64699385108015,85.81621551513672,119440609
2015-07-03,Lloyds,85.81621853007958,85.91576024216616,84.75110626220703,84.75110626220703,95315517
2015-07-06,Lloyds,84.11402476710855,84.37283927748003,83.63322929122609,83.765625,124032492
2015-07-07,Lloyds,84.61174238295781,84.79092049413885,83.60237412869867,83.6163101196289,153219757
2015-07-08,Lloyds,83.56655233557116,84.4624430723013,81.85441487648879,81.9539566040039,267941976
2015-07-09,Lloyds,81.92409010349277,83.61632215694567,81.62545734368506,83.17832946777344,164171079
2015-07-10,Lloyds,83.11858320708147,84.51218971389352,82.91949981805595,83.94479370117188,162764824
2015-07-13,Lloyds,84.91036987304688,85.2886313757913,84.41265377201974,84.91036987304688,148012113
2015-07-14,Lloyds,84.80087587966807,85.44790076708048,84.48134297773618,85.25877380371094,118023307
2015-07-15,Lloyds,85.24881726563274,85.72662808713852,85.06963915688625,85.26873016357422,106123146
2015-07-16,Lloyds,85.41802301528855,86.24423345142509,85.12039283795431,86.11483001708984,140625409
2015-07-17,Lloyds,86.31393510020789,87.0784248699466,85.99539706327127,87.00078582763672,148303785
2015-07-20,Lloyds,86.78178000406913,87.46863065631482,86.78178000406913,87.18990325927734,91428614
2015-07-21,Lloyds,87.52834593597741,87.71748046756353,86.8614082434449,87.24962615966797,123519916
2015-07-22,Lloyds,86.52295441940062,87.22971028361775,85.9953766330515,86.77181243896484,142269026
2015-07-23,Lloyds,87.26953717674188,87.568169867803,85.89584350585938,85.89584350585938,126720509
2015-07-24,Lloyds,85.50762707008715,85.92172722774859,84.83471241525108,84.9700927734375,100363281
2015-07-27,Lloyds,84.86059228819504,85.11940677824445,84.2633345065419,84.43255615234375,142511602
2015-07-28,Lloyds,84.85064797429361,85.18909890884294,84.26334655680076,84.75110626220703,123839353
2015-07-29,Lloyds,84.88049756648545,85.41803184818811,84.66946795197165,85.20899200439453,204278366
2015-07-30,Lloyds,85.60715463750928,86.2143687837807,85.34834018306319,85.62705993652344,163613619
2015-07-31,Lloyds,85.60716704614958,86.05510848706152,82.81000506477973,82.81995391845703,319963946
2015-08-03,Lloyds,82.46160662067706,83.74571517619462,82.40188311399342,82.69055938720703,161848144
2015-08-04,Lloyds,82.25256507848573,82.69055770403871,81.60554018379486,82.09329986572266,171131219
2015-08-05,Lloyds,82.33218962491091,82.86972388034496,81.6851572288582,82.52132415771484,190309582
2015-08-06,Lloyds,82.3620550824441,83.25794554851312,82.3222368845583,82.91950225830078,128534193
2015-08-07,Lloyds,83.15839996650055,83.19821816252635,81.4960301537817,81.75483703613281,122413479
2015-08-10,Lloyds,81.96388509534037,82.12315789542832,79.9431589101316,80.92864227294922,208706301
2015-08-11,Lloyds,80.63996817905529,81.0978660997576,80.0028921507264,80.70964813232422,145115289
2015-08-12,Lloyds,80.00287832465716,80.5862000604341,79.15277544714537,79.79383850097656,257973532
2015-08-13,Lloyds,79.83119201686237,80.6714097029832,79.0646331310019,79.09449768066406,123284110
2015-08-14,Lloyds,79.27368661428224,80.56787270089843,78.96109624971085,79.74158477783203,117583771
2015-08-17,Lloyds,80.26920705116936,80.26920705116936,79.20399521966465,79.64202880859375,104675414
2015-08-18,Lloyds,79.59225116861356,80.12983578575567,79.36925445547418,79.9207763671875,106553860
2015-08-19,Lloyds,79.74157763501915,79.86104340924233,78.50712834906838,78.5569076538086,103736520
2015-08-20,Lloyds,77.85007357714183,78.8246967115176,77.75848999115132,78.00936126708984,127096190
2015-08-21,Lloyds,77.05367236433291,77.87895774772069,75.4956725840722,75.51060485839844,158915757
2015-08-24,Lloyds,72.78286188297983,74.78387004389404,71.84706558573772,73.13129425048828,360853715
2015-08-25,Lloyds,75.16217084928553,77.55143342844654,74.66440812842933,76.3368911743164,262946020
2015-08-26,Lloyds,76.04817338589221,76.95410501085395,74.72412297798886,75.73956298828125,153043319
2015-08-27,Lloyds,77.6609455836067,77.80031854455393,76.8147504363538,77.3324203491211,175478368
2015-08-28,Lloyds,77.36226232122627,77.75051654130809,76.48620288018991,77.03373718261719,131473530
2015-09-01,Lloyds,76.19750377093906,76.71916106938541,74.55488558454827,75.22188568115234,180146654
2015-09-02,Lloyds,75.62008932582094,76.50610609986404,74.47523388664322,75.52053833007812,118535442
2015-09-03,Lloyds,76.16765941053204,76.95412548016768,75.84909154899354,76.57582092285156,118362763
2015-09-04,Lloyds,75.94863431830004,76.2552548073223,74.93020921273829,75.18207550048828,130486657
2015-09-07,Lloyds,75.74953215899485,76.12783671250482,74.84360789743243,75.33141326904297,59293677
2015-09-08,Lloyds,75.73957595020421,76.78487308644836,75.46083004720577,75.54046630859375,123969098
2015-09-09,Lloyds,76.65545654296875,76.96406698947796,76.11787191032758,76.65545654296875,151161680
2015-09-10,Lloyds,75.41105117602339,76.46630569929168,75.112390509501,75.97850036621094,232823490
2015-09-11,Lloyds,76.19751173735847,76.227376282828,75.27963267951311,75.44091033935547,105794400
2015-09-14,Lloyds,75.65993813932285,75.93868406459505,73.8480820297967,74.15669250488281,126163878
2015-09-15,Lloyds,74.25623048805443,75.5802809956982,73.62905226639681,75.24180603027344,197060721
2015-09-16,Lloyds,75.48072292237075,75.66987514727293,74.7440363760353,75.16215515136719,122397523
2015-09-17,Lloyds,74.93318241176006,74.93318241176006,73.70869060456054,73.967529296875,190562453
2015-09-18,Lloyds,73.59919339171093,73.67883724686011,71.27961737846925,72.38465118408203,488941076
2015-09-21,Lloyds,72.28508877322028,74.09694441847209,72.13774842393548,73.89784240722656,129027864
2015-09-22,Lloyds,73.80824139001038,74.01730078097394,71.97647857666016,71.97647857666016,148376143
2015-09-23,Lloyds,71.82715755779826,73.44986119000868,71.82715755779826,72.62357330322266,127696559
2015-09-24,Lloyds,73.02180757745194,74.16666363584889,72.88342956780617,73.50961303710938,190165631
2015-09-25,Lloyds,74.32593168005414,75.54046631533338,74.07705032446101,75.17212677001953,209363990
2015-09-28,Lloyds,74.53498477138677,75.08251914999411,73.59918852342311,73.75846862792969,155013499
2015-09-29,Lloyds,73.04170329158333,73.45982214793762,72.8027717205898,73.03174591064453,145433068
2015-09-30,Lloyds,74.07703316912253,75.16215198248528,73.89783833078457,74.82367706298828,177155664
2015-10-01,Lloyds,75.60021006726056,76.01832896085199,74.52504068780527,74.88343048095703,141403257
2015-10-02,Lloyds,75.67983890354309,77.37223667060569,75.08750766009015,76.20747375488281,213498025
2015-10-05,Lloyds,77.40209562010334,77.63703966242608,76.66540899103373,76.92424011230469,152002576
2015-10-06,Lloyds,77.2129500170943,77.2129500170943,76.02827991868374,76.56586456298828,147725946
2015-10-07,Lloyds,76.80478934716224,77.40210309313841,76.01832333677869,76.3368911743164,142784021
2015-10-08,Lloyds,76.11785450453952,76.5160660963917,75.32143891608953,75.93865966796875,116667299
2015-10-09,Lloyds,76.39661904656334,77.27567121790281,76.00836473813534,76.86451721191406,112355384
2015-10-12,Lloyds,76.88442962703589,77.05366712138887,75.48073517382855,75.56037902832031,107223357
2015-10-13,Lloyds,75.25175736040612,75.56037538285823,74.13677383233859,74.41551971435547,163122263
2015-10-14,Lloyds,74.10691499057458,74.42548282243372,73.5494155883789,73.5494155883789,117123682
2015-10-15,Lloyds,73.67885289323567,74.3657604028143,73.26769880909033,74.29607391357422,117505616
2015-10-16,Lloyds,74.79381603247718,75.21293742599931,74.3926194421284,74.8635025024414,99311361
2015-10-19,Lloyds,74.83362548157596,75.42098928357086,74.64448086335246,75.13228607177734,84608098
2015-10-20,Lloyds,75.28162795478026,75.59421828951281,74.72412860694023,75.24180603027344,141071103
2015-10-21,Lloyds,75.59023948148725,76.08800215222132,75.15220590075945,75.96853637695312,121644119
2015-10-22,Lloyds,75.92871698804157,76.63952660198368,75.54046269952094,76.38666534423828,120998612
2015-10-23,Lloyds,76.934216007722,77.65099564429515,76.43446325767708,77.48175811767578,141293852
2015-10-26,Lloyds,77.2129502259255,77.65595874021867,76.89438239087485,77.1532211303711,81160928
2015-10-27,Lloyds,77.35231055602976,77.45186915938199,76.73508974867433,77.05365753173828,112439327
2015-10-28,Lloyds,73.27068016116391,74.05714626997754,73.07157808600537,73.66889190673828,290695475
2015-10-29,Lloyds,73.44985250227465,73.96752989106211,71.74054036948587,73.88788604736328,251076921
2015-10-30,Lloyds,74.16662889738853,74.34582374081657,72.57379006428079,73.40007781982422,158094748
2015-11-02,Lloyds,73.19100243608311,74.82367059721922,72.94212115963455,74.66438293457031,104636464
2015-11-03,Lloyds,74.66439167899131,74.79380722360987,73.70868837693078,74.13676452636719,105038860
2015-11-04,Lloyds,74.47523448830935,74.68429385963445,73.47970933233033,73.51953125,126411878
2015-11-05,Lloyds,73.83810521659997,73.83810521659997,72.49414766185733,72.57379150390625,120113210
2015-11-06,Lloyds,72.53399725685334,73.69876040900662,72.30502302241561,73.4100570678711,117274316
2015-11-09,Lloyds,73.6887799452405,74.01730511969271,72.66339009339453,72.67334747314453,109216829
2015-11-10,Lloyds,72.68330896939995,73.10142779951687,72.32491923065523,72.63352966308594,107057480
2015-11-11,Lloyds,72.71319159810554,73.43992104138327,72.37470894055582,73.12135314941406,69811562
2015-11-12,Lloyds,73.26070536418831,73.36026397335903,72.1158573112801,72.21540832519531,99712090
2015-11-13,Lloyds,72.24526753420037,72.68330107738312,71.976479056955,72.41450500488281,99304619
2015-11-16,Lloyds,71.97647761961105,72.86249447226098,71.91276102715061,72.35477447509766,80553107
2015-11-17,Lloyds,73.27068899904874,73.64401113144395,72.90234935605073,73.50961303710938,110125654
2015-11-18,Lloyds,73.4399176845744,73.7545056471513,73.21095105766781,73.66889190673828,84476077
2015-11-19,Lloyds,73.75845522286367,74.06707318624984,72.73904299162791,73.00186157226562,212597855
2015-11-20,Lloyds,73.27066474456922,73.35030859597799,71.45880889892578,71.45880889892578,208513417
2015-11-23,Lloyds,71.38912242775703,71.77737670930522,70.86149520387133,71.45880889892578,106890690
2015-11-24,Lloyds,71.43888208038318,71.57825498437826,70.23429764142354,71.27959442138672,261759820
2015-11-25,Lloyds,71.31943394819909,72.07603532476487,71.30947656823948,71.84706115722656,140668394
2015-11-26,Lloyds,72.07603565258586,72.90232350211616,71.74751046972361,72.80276489257812,83225081
2015-11-27,Lloyds,72.5937157804068,73.46978305896394,72.42447827259701,73.07157135009766,65455736
2015-11-30,Lloyds,71.77737724222419,75.22189409104332,71.67782622485194,72.63352966308594,148974404
2015-12-01,Lloyds,74.81372783752145,75.18206733767363,74.06708386228722,74.37569427490234,219889534
2015-12-02,Lloyds,74.66441678938259,74.86351886271804,74.10990984393352,74.11687469482422,116393843
2015-12-03,Lloyds,73.96753341145335,74.30600837040022,72.67334747314453,72.67334747314453,170320753
2015-12-04,Lloyds,72.83264943627994,73.05165866689738,72.41452295267598,72.68331909179688,83265946
2015-12-07,Lloyds,73.24078899322767,73.66886513498439,72.08598370550894,72.15567016601562,86541385
2015-12-08,Lloyds,72.16562590379563,72.20047293455146,70.99090576171875,70.99090576171875,191576570
2015-12-09,Lloyds,71.47872353667843,71.64796102418973,70.35377502441406,70.35377502441406,127907874
2015-12-10,Lloyds,70.28408487102641,72.11585537803427,69.93565253403601,71.71764373779297,150274468
2015-12-11,Lloyds,71.41898616181042,71.77737589382247,69.58722317175382,69.69673156738281,124499131
2015-12-14,Lloyds,69.985411021305,70.44335161303641,68.26314941750259,68.3726577758789,132788743
2015-12-15,Lloyds,68.80075380591397,70.6026521609758,68.80075380591397,70.0252456665039,148969299
2015-12-16,Lloyds,70.34381675724754,70.42345300366118,69.63698715650877,70.21439361572266,130989875
2015-12-17,Lloyds,71.20993579653066,71.7773850117573,70.6823085116146,71.01083374023438,110414313
2015-12-18,Lloyds,70.66240072446354,71.43293190368391,70.47822334898507,70.72212982177734,334819913
2015-12-21,Lloyds,70.43340532958663,71.5782607868569,70.42344795127875,70.63250732421875,84476990
2015-12-22,Lloyds,71.11037153041062,71.57826963038478,70.61957373607534,70.99090576171875,55402909
2015-12-23,Lloyds,71.47872185508925,73.4598151385264,71.40305791958416,73.32044219970703,105693991
2015-12-24,Lloyds,73.17110443115234,73.33536700559162,72.3746812087658,73.17110443115234,18116240
2015-12-29,Lloyds,73.27068016116391,73.88790874656705,72.673366340431,73.66889190673828,73868345
2015-12-30,Lloyds,73.23083085179923,73.65890698909746,72.89235593150757,73.2706527709961,43620349
2015-12-31,Lloyds,72.14572826041625,73.70372797012686,72.14572826041625,72.7430419921875,21470851
2016-01-04,Lloyds,71.88688153336209,72.3050003395939,70.44337287578564,71.05064392089844,131789192
2016-01-05,Lloyds,71.97647736236962,72.07602836658874,70.85152898845466,71.24974060058594,133545553
2016-01-06,Lloyds,71.18005940611933,71.20992395006986,70.19648143637131,70.68229675292969,128433516
2016-01-07,Lloyds,69.38811367176544,71.0805113194034,68.57178319075369,69.1790542602539,215183324
2016-01-08,Lloyds,69.51753196849548,70.36372693553623,68.56182861328125,68.56182861328125,128699010
2016-01-11,Lloyds,68.69126852159202,69.89585362336582,68.55189554090796,68.62158203125,220833823
2016-01-12,Lloyds,68.46226395110632,69.79627165478499,68.34280578930979,68.98989868164062,132281416
2016-01-13,Lloyds,68.99986575204099,69.216892606718,67.1681025898598,67.49662780761719,179968457
2016-01-14,Lloyds,66.80969863014734,67.02871539545448,65.31641078878553,66.23229217529297,242747694
2016-01-15,Lloyds,66.20242401583934,66.74996589918484,64.33083942457031,64.4204330444336,246968470
2016-01-18,Lloyds,64.30098351993185,65.35624563463013,62.05110152924431,63.673805236816406,170583545
2016-01-19,Lloyds,64.39058036513303,66.20243621023448,63.71362281887228,65.48565673828125,210170994
2016-01-20,Lloyds,64.17155479291439,64.17155479291439,60.727038441902614,63.76339340209961,189241743
2016-01-21,Lloyds,63.31540049581688,64.73900181977267,62.49907014471839,64.41047668457031,171673945
2016-01-22,Lloyds,65.71461902289296,67.01875457353641,65.52546680888966,66.5608139038086,142263043
2016-01-25,Lloyds,66.38163219917467,66.4314115059448,62.85747146606445,62.85747146606445,190843090
2016-01-26,Lloyds,62.02122291137405,64.92815864407015,61.583193164311346,64.44035339355469,163795325
2016-01-27,Lloyds,64.4403490914624,64.63945109198119,62.76786266561212,64.6294937133789,171526712
2016-01-28,Lloyds,64.96799532440038,65.4060213733402,62.966986971442346,63.78331756591797,109003837
2016-01-29,Lloyds,64.53991310579904,65.4060153374799,63.93264200793343,65.1670913696289,175574798
2016-02-01,Lloyds,65.4657454024878,65.7345338897189,63.30545354164294,63.90277099609375,145104318
2016-02-02,Lloyds,63.55434157249127,63.912727525832906,61.29449846287975,61.662841796875,192112600
2016-02-03,Lloyds,61.32435821803461,62.15064605683392,59.9784105976119,60.41843032836914,171536717
2016-02-04,Lloyds,61.72256181623588,63.01674380447022,60.478155328005315,62.48911666870117,127439872
2016-02-05,Lloyds,62.8475069117666,63.17602825285631,61.22479977314279,61.52345657348633,142689278
2016-02-08,Lloyds,62.718106920513684,62.907255399635666,58.74098358468374,59.09439468383789,168444396
2016-02-09,Lloyds,58.805692374786354,59.95054824596889,56.74495484476059,57.86989974975586,269347254
2016-02-10,Lloyds,58.297951926318895,59.05653929699639,57.36215589055039,58.138668060302734,190492315
2016-02-11,Lloyds,57.521450155815856,57.522445134249466,55.59013245650541,55.74941635131836,167531274
2016-02-12,Lloyds,56.834535659346265,58.21831512451172,56.32283575074721,58.21831512451172,153947298
