Date,Close,High,Low,Open,Volume,Bank
,LLOY.L,LLOY.L,LLOY.L,LLOY.L,LLOY.L,
2015-01-02,75.79500579833984,76.39220720232863,75.31624532740311,76.11351372005572,54277932,Lloyds
2015-01-05,74.27214813232422,76.04384912596093,74.11289035617187,75.71538565801829,102525515,Lloyds
2015-01-06,72.53030395507812,74.70014173189884,72.53030395507812,74.28209387862202,133810250,Lloyds
2015-01-07,72.66963958740234,73.59828873371622,72.5302928555775,72.978191980182,108980419,Lloyds
2015-01-08,73.75456237792969,74.07307031232693,72.90852638910839,73.16731645887745,79367070,Lloyds
2015-01-09,73.39623260498047,73.70479259339237,72.71940236337477,73.49576490060508,98091442,Lloyds
2015-01-12,73.22702026367188,73.95362038372713,72.48848264804555,73.0677701239639,94250771,Lloyds
2015-01-13,73.66498565673828,73.94367915039393,72.67760574341177,72.79903864959836,91855732,Lloyds
2015-01-14,72.56014251708984,73.4260817265683,72.06247351161437,72.97818265917091,120471280,Lloyds
2015-01-15,73.83417510986328,73.83417510986328,71.59466455022796,72.73930479947354,122202372,Lloyds
2015-01-16,74.09296417236328,74.32188766297926,72.92741813372852,73.28673521743701,111260890,Lloyds
2015-01-19,74.3019790649414,74.55081355103042,72.58999658563692,72.90850442407782,76693861,Lloyds
2015-01-20,75.14804077148438,75.59593996371679,74.38163363072862,74.65037162730236,102776867,Lloyds
2015-01-21,75.23760223388672,75.51630327662646,74.32189301779414,75.20774330633563,144256028,Lloyds
2015-01-22,75.29732513427734,75.74522422003788,74.80961161518726,75.48643420030926,134647722,Lloyds
2015-01-23,75.17789459228516,75.94131730652252,74.7698098706005,75.36701128423765,135616839,Lloyds
2015-01-26,75.64571380615234,75.67557274132636,74.09298842647236,74.53093213207275,80665003,Lloyds
2015-01-27,74.77975463867188,75.88458062463435,74.57073453238542,75.80495934164023,111800401,Lloyds
2015-01-28,74.41148376464844,75.53621316371381,73.98348804751248,75.32719305913498,183992062,Lloyds
2015-01-29,74.5110092163086,74.61054150546306,73.49576012298301,73.97352574228215,99582304,Lloyds
2015-01-30,73.40619659423828,75.0385507313361,73.38429599350981,74.87930055870201,111287711,Lloyds
2015-02-02,73.32656860351562,74.13279776684502,72.58006490025072,73.37633855459796,137679310,Lloyds
2015-02-03,74.6205062866211,74.81957088967047,73.41614797236828,73.52563578219379,114107640,Lloyds
2015-02-04,74.20247650146484,75.06841599974597,73.66499288503402,74.67027914381622,108405593,Lloyds
2015-02-05,75.17789459228516,75.28240844673995,73.39524347455925,73.65502832967066,129225243,Lloyds
2015-02-06,75.45658111572266,75.67555671907515,74.83947633590451,74.93900863002092,97644894,Lloyds
2015-02-09,74.57071685791016,75.2117192924216,74.11286231544533,74.90913570727817,76965688,Lloyds
2015-02-10,74.66030883789062,75.14802235338284,74.22235766832321,74.42142223967569,97003461,Lloyds
2015-02-11,74.04320526123047,74.53391080236935,73.46590730477091,74.29203980172225,116919732,Lloyds
2015-02-12,74.08299255371094,75.14800369302466,73.82420260015277,74.04317813056163,171262869,Lloyds
2015-02-13,74.99874877929688,75.7850670460371,73.84416015548368,73.89392252041891,149400768,Lloyds
2015-02-16,75.37696075439453,78.48241089406646,74.86933617624533,74.90915061314206,68182943,Lloyds
2015-02-17,76.67090606689453,76.78039388459176,74.909160662379,74.909160662379,131302008,Lloyds
2015-02-18,76.92967224121094,77.52687350156296,76.49172110650063,76.98939008909834,115917224,Lloyds
2015-02-19,76.8699722290039,77.467173627921,76.44197650091155,76.93964559898043,97685401,Lloyds
2015-02-20,77.61647033691406,78.00465159819855,76.6927951595531,76.82019679929975,163816073,Lloyds
2015-02-23,78.65160369873047,79.12936926956607,77.7358945812739,77.88519679677415,157129418,Lloyds
2015-02-24,78.84073638916016,79.23887318024191,78.39283724533547,78.96017970463298,190128527,Lloyds
2015-02-25,78.87059020996094,79.14928366751478,78.53217889545331,78.84073128148405,132596556,Lloyds
2015-02-26,78.1340560913086,79.63701904175736,78.1340560913086,78.88055981192619,212277882,Lloyds
2015-02-27,78.6317138671875,79.71662880588748,78.33310938459125,79.62705201740506,261336205,Lloyds
2015-03-02,79.61711120605469,79.62308754935314,77.96982747838695,78.38289379823394,203143672,Lloyds
2015-03-03,79.06966400146484,80.07495005187435,78.97012411274305,79.62705092793564,156582737,Lloyds
2015-03-04,79.49766540527344,79.49766540527344,78.53218612851876,78.930322930477,134809615,Lloyds
2015-03-05,80.56267547607422,80.80155451524662,79.3045680654855,79.62705514805964,177584135,Lloyds
2015-03-06,81.05036926269531,81.43855045420665,80.43027262870272,80.74181692939807,179462230,Lloyds
2015-03-09,79.9953384399414,81.12006793644773,79.81916162445204,81.01058012068368,129158789,Lloyds
2015-03-10,78.38290405273438,80.16456081484341,78.24355727525813,80.09488742610529,145200911,Lloyds
2015-03-11,77.7956314086914,79.07961090594833,77.49702693399193,78.69142964513536,143166702,Lloyds
2015-03-12,78.8307876586914,79.6370168182515,77.66126975200783,77.77573152636803,191558975,Lloyds
2015-03-13,78.6317138671875,79.3184996208624,78.28334703337684,79.16919737956428,125446888,Lloyds
2015-03-16,78.98006439208984,79.24880988969763,78.45253649641826,79.0298343268545,149987027,Lloyds
2015-03-17,79.08958435058594,79.54743908015769,78.63172962101419,79.12939879583074,138974548,Lloyds
2015-03-18,79.12937927246094,79.4279837412086,78.4923634933712,79.02984698082075,149980532,Lloyds
2015-03-19,79.12937927246094,79.50760501822451,78.88054474644692,79.28863701414691,158815738,Lloyds
2015-03-20,80.25413513183594,80.25413513183594,78.73126854411532,79.62707465272439,316386458,Lloyds
2015-03-23,80.10481262207031,80.65224401389085,76.64401711033476,80.02518375255305,141320482,Lloyds
2015-03-24,80.21429443359375,80.62238670268137,79.87588312210099,80.41336661137812,128294906,Lloyds
2015-03-25,80.12471771240234,80.63234227387052,79.89280223216781,80.35364881857886,138566887,Lloyds
2015-03-26,79.35832214355469,80.10482583227541,78.63172187858211,79.62706013020974,150315725,Lloyds
2015-03-27,78.6814956665039,79.73157787694352,78.45256451617867,79.3782294390962,123998202,Lloyds
2015-03-30,79.01991271972656,79.4678119494484,78.69742557808,79.4678119494484,101321744,Lloyds
2015-03-31,77.91506958007812,79.27868558658562,77.93498059572705,79.01989553994188,161775894,Lloyds
2015-04-01,79.01991271972656,80.04511002753857,77.84541313739757,78.05443328418971,215994003,Lloyds
2015-04-02,78.71878051757812,79.34590007208237,78.06179161753509,78.06179161753509,99901518,Lloyds
2015-04-07,79.73411560058594,80.20196993738804,78.71877812493365,79.66443565220338,156773840,Lloyds
2015-04-08,79.3160400390625,79.72914532402918,79.17668013504304,79.40562529398422,110793916,Lloyds
2015-04-09,79.3160400390625,79.66443979911115,78.63117914398529,79.63457804747057,128618569,Lloyds
2015-04-10,78.9377670288086,79.38570842725763,78.42013809395577,79.23639209625992,116428510,Lloyds
2015-04-13,79.03731536865234,79.23838853441963,78.390282942913,78.80836262925115,70990947,Lloyds
2015-04-14,79.53502655029297,79.56488829825652,70.57613762310326,78.64909258616775,141123486,Lloyds
2015-04-15,79.9729995727539,80.20195226386956,79.32597487801513,79.5151017850657,143981080,Lloyds
2015-04-16,79.53502655029297,80.23182598459003,79.2762120770351,80.23182598459003,117197029,Lloyds
2015-04-17,78.39028930664062,79.90334297768949,78.0498486232456,79.63457961309524,152657700,Lloyds
2015-04-20,78.23101806640625,79.19658857865065,77.9871420219734,78.75860354631112,123389811,Lloyds
2015-04-21,78.6590347290039,79.13684543929315,77.97219180080157,78.6789476223104,117137665,Lloyds
2015-04-22,77.87266540527344,78.97758817529922,77.15595299641178,78.75859946774268,140516091,Lloyds
2015-04-23,78.62918853759766,78.69090940560478,77.36001094454393,77.94234547352767,118765641,Lloyds
2015-04-24,78.73868560791016,79.0671800570466,78.18124600540831,78.51968930848587,106686162,Lloyds
2015-04-27,78.2907485961914,79.11695919287015,77.72335251301772,79.11695919287015,103818289,Lloyds
2015-04-28,77.64371490478516,78.1314745770733,76.75778081664033,77.94234761531399,131563887,Lloyds
2015-04-29,77.06637573242188,78.63916077052353,77.06637573242188,77.96226642466628,115184472,Lloyds
2015-04-30,77.0265121459961,78.22103489677717,75.75236062079665,77.54414094969721,197184464,Lloyds
2015-05-01,82.49147033691406,82.98918644408721,78.94772648955058,79.63457714770395,465081912,Lloyds
2015-05-05,82.03357696533203,83.61631062827104,82.03357696533203,83.09868918979129,294966462,Lloyds
2015-05-06,82.30233001708984,83.23803866324286,81.62543585499832,82.95931128334495,219388501,Lloyds
2015-05-07,81.75483703613281,82.31228418594951,80.9784011999908,82.0634261566966,197116222,Lloyds
2015-05-08,86.45328521728516,88.59346597030834,86.0750237145942,88.59346597030834,520404024,Lloyds
2015-05-11,86.20442962646484,87.00077844853581,86.00833087448889,86.10488792234229,212055374,Lloyds
2015-05-12,86.62251281738281,87.64781443518018,85.69676050224895,85.96553146816761,204686323,Lloyds
2015-05-13,88.33465576171875,88.38443041204997,86.48315116866902,86.80168918497084,250038275,Lloyds
2015-05-14,88.4142837524414,88.74675772785798,87.78716422847904,88.34460380533447,142648470,Lloyds
2015-05-15,88.59346008300781,88.79254347234284,88.13556221190164,88.59346008300781,167482269,Lloyds
2015-05-18,87.73739624023438,88.53374506292016,87.20981837288677,87.8468943932173,156471363,Lloyds
2015-05-19,87.59803009033203,87.99620447328793,87.38899024805274,87.69757178743484,162949370,Lloyds
2015-05-20,87.32928466796875,88.04598959089786,87.24466623379644,87.59804806474888,154246010,Lloyds
2015-05-21,87.43875122070312,87.64779864299439,86.98184825551067,87.47856941568507,83029996,Lloyds
2015-05-22,87.57811737060547,88.00615346698183,86.87135391358773,87.42880104032645,120092903,Lloyds
2015-05-26,86.42340850830078,87.46064850090147,86.24423043918645,86.60258657741511,141183605,Lloyds
2015-05-27,87.01073455810547,87.66771587838939,86.2741092424707,86.30397099413653,113292743,Lloyds
2015-05-28,87.5383071899414,87.60798713784462,86.60259852277436,86.95099826229037,86598482,Lloyds
2015-05-29,87.36907958984375,88.15547192782512,87.04059274044484,87.29939964063247,176304098,Lloyds
2015-06-01,88.2550277709961,88.77264920432638,87.5980388343566,87.61794413794624,163897936,Lloyds
2015-06-02,88.24507141113281,88.84232924851626,87.45867901400217,87.78717348265398,230294094,Lloyds
2015-06-03,88.52375793457031,88.9418375040417,87.3790097466479,88.12558366122218,129035516,Lloyds
2015-06-04,87.10029602050781,88.4441276402013,87.10029602050781,88.4441276402013,162118167,Lloyds
2015-06-05,86.69217681884766,87.32926034156263,86.30395891244805,87.29939099953302,129819608,Lloyds
2015-06-08,86.03518676757812,86.82157894707558,85.90578334356336,86.44330993226676,101934753,Lloyds
2015-06-09,86.0849609375,86.85144022019378,85.57728850143133,85.6867866267509,139287778,Lloyds
2015-06-10,86.33384704589844,86.73201389176211,85.61713457207061,85.91575970646836,124622319,Lloyds
2015-06-11,86.72205352783203,87.05054037262117,86.045159347331,86.3636973384759,114074378,Lloyds
2015-06-12,86.55280303955078,87.95636570240221,86.09391037922497,86.71207579329686,128697831,Lloyds
2015-06-15,85.98542022705078,86.59263440264235,85.58725347119223,86.14469300502945,106286305,Lloyds
2015-06-16,85.30853271484375,85.86597988638604,85.27867096529668,85.61712184743429,156841015,Lloyds
2015-06-17,85.95556640625,86.60259883600266,85.21894872653125,85.52753026914084,210422425,Lloyds
2015-06-18,85.736572265625,86.50305930911631,85.21895086555725,86.00534321135908,209722060,Lloyds
2015-06-19,86.1048812866211,86.69218261186518,85.42798711838957,85.83611794674805,456391992,Lloyds
2015-06-22,86.6822280883789,87.00076605291386,86.19446089694715,86.75190803079143,182985461,Lloyds
2015-06-23,86.60259246826172,87.12021381727718,86.1446946148323,86.76186524921675,126154255,Lloyds
2015-06-24,86.73200988769531,87.10032255711604,85.90580688557948,86.26416310594954,124219844,Lloyds
2015-06-25,87.12022399902344,87.63785300307842,86.47319913577233,86.60260258951354,149211761,Lloyds
2015-06-26,86.66231536865234,87.2197625036222,86.34377740347419,87.06048972376107,123152398,Lloyds
2015-06-29,85.47776794433594,86.24424741643037,84.60178272531924,84.62169562277607,177170033,Lloyds
2015-06-30,84.85063934326172,85.86598444908269,84.6714612419136,85.09949739543714,201752094,Lloyds
2015-07-01,86.4632339477539,86.76186661948894,85.42698875352274,85.60716172296075,193879301,Lloyds
2015-07-02,85.81621551513672,86.45329156356367,85.64699385108015,86.38361160809652,119440609,Lloyds
2015-07-03,84.75110626220703,85.91576024216616,84.75110626220703,85.81621853007958,95315517,Lloyds
2015-07-06,83.765625,84.37283927748003,83.63322929122609,84.11402476710855,124032492,Lloyds
2015-07-07,83.6163101196289,84.79092049413885,83.60237412869867,84.61174238295781,153219757,Lloyds
2015-07-08,81.9539566040039,84.4624430723013,81.85441487648879,83.56655233557116,267941976,Lloyds
2015-07-09,83.17832946777344,83.61632215694567,81.62545734368506,81.92409010349277,164171079,Lloyds
2015-07-10,83.94479370117188,84.51218971389352,82.91949981805595,83.11858320708147,162764824,Lloyds
2015-07-13,84.91036987304688,85.2886313757913,84.41265377201974,84.91036987304688,148012113,Lloyds
2015-07-14,85.25877380371094,85.44790076708048,84.48134297773618,84.80087587966807,118023307,Lloyds
2015-07-15,85.26873016357422,85.72662808713852,85.06963915688625,85.24881726563274,106123146,Lloyds
2015-07-16,86.11483001708984,86.24423345142509,85.12039283795431,85.41802301528855,140625409,Lloyds
2015-07-17,87.00078582763672,87.0784248699466,85.99539706327127,86.31393510020789,148303785,Lloyds
2015-07-20,87.18990325927734,87.46863065631482,86.78178000406913,86.78178000406913,91428614,Lloyds
